"","year","country","heatwave","coldwave","drought","flood","firerisk"
"1079",2017,"SE",12,3,35.208097,0,21.709026
"1080",2018,"SE",97,23,240.757906,0,134.140763
"1081",2019,"SE",59,32,75.046225,0,27.095426
"1082",2020,"SE",78,0,119.45894,0,56.852123
"1083",1981,"SI",3,14,15.827103,0,10.709619
"1084",1982,"SI",0,8,13.103448,0,10.439201
"1085",1983,"SI",6,11,29.004386,0,34.313975
"1086",1984,"SI",0,7,9.362416,0,14.009982
"1087",1985,"SI",3,35,10.958763,0,41.524501
"1088",1986,"SI",0,16,7.985075,0,29.92559
"1089",1987,"SI",3,15,12.87037,0,18.4047187
"1090",1988,"SI",6,13,17.945701,0,26.08167
"1091",1989,"SI",0,3,6.027778,0,16.653358
"1092",1990,"SI",0,3,27.7897,1,11.054446
"1093",1991,"SI",3,18,16.773481,0,18.711434
"1094",1992,"SI",19,0,77.090129,0,48.404719
"1095",1993,"SI",3,19,51.317597,0,27.871143
"1096",1994,"SI",12,12,14.611111,0,20.895644
"1097",1995,"SI",0,6,7.02439,0,23.493648
"1098",1996,"SI",5,15,17.069124,0,12.532668
"1099",1997,"SI",0,8,22.672414,0,22.040835
"1100",1998,"SI",12,14,15.84466,0,13.575318
"1101",1999,"SI",3,14,6.205882,0,12.522686
"1102",2000,"SI",10,0,30.23176,0,30.562613
"1103",2001,"SI",3,3,9.884058,0,25.460073
"1104",2002,"SI",9,6,19.004292,0,10.722323
"1105",2003,"SI",26,17,55.83691,0,35.222323
"1106",2004,"SI",0,3,5,0,8.125227
"1107",2005,"SI",3,7,23.65368,12,15.395644
"1108",2006,"SI",15,10,29.357143,0,34.87296
"1109",2007,"SI",7,4,31.699571,0,18.714156
"1110",2008,"SI",3,3,8.67033,0,17.367514
"1111",2009,"SI",3,12,12.764706,0,17.46461
"1112",2010,"SI",11,8,14.934579,0,18.77314
"1113",2011,"SI",15,6,69.16309,0,39.052632
"1114",2012,"SI",24,19,41.060086,4,24.236842
"1115",2013,"SI",17,4,43.527897,0,36.131579
"1116",2014,"SI",6,3,18.020833,1,10.526316
"1117",2015,"SI",33,1,31.366379,0,22.973684
"1118",2016,"SI",7,7,16.06278,0,6.078947
"1119",2017,"SI",18,7,49.390558,0,27.789474
"1120",2018,"SI",12,5,7.707317,0,6.236842
"1121",2019,"SI",24,0,12.137615,0,17.394737
"1122",2020,"SI",5,3,37.407725,0,9.815789
"1123",1981,"SK",4,16,18.202401,0,6.753744
"1124",1982,"SK",4,17,20.664474,0,18.71961
"1125",1983,"SK",3,15,32.888614,0,28.51968
"1126",1984,"SK",0,6,7.700461,0,8.764194
"1127",1985,"SK",0,39,6.285714,0,13.506095
"1128",1986,"SK",6,15,10.555556,0,26.105886
"1129",1987,"SK",3,17,15.191244,0,15.723093
"1130",1988,"SK",5,16,13.33195,0,22.398119
"1131",1989,"SK",6,9,7.476636,0,8.822013
"1132",1990,"SK",3,0,26.212693,0,25.290839
"1133",1991,"SK",3,21,10.691892,0,13.01846
"1134",1992,"SK",13,3,55.347979,0,39.115987
"1135",1993,"SK",3,18,42.690878,0,24.031696
"1136",1994,"SK",18,11,31.601351,0,29.456984
"1137",1995,"SK",0,17,11.318367,0,21.731104
"1138",1996,"SK",7,23,19.224299,0,8.922675
"1139",1997,"SK",3,9,11.478747,2,10.54441
"1140",1998,"SK",6,16,25.364431,2,6.750958
"1141",1999,"SK",6,6,12.622549,0,12.382445
"1142",2000,"SK",15,5,39.300676,0,36.457332
"1143",2001,"SK",0,13,11.949881,8,10.545455
"1144",2002,"SK",10,16,26.341549,6,15.002438
"1145",2003,"SK",12,15,85.756757,0,46.502612
"1146",2004,"SK",0,8,13.604457,4,15.507837
"1147",2005,"SK",4,10,17.629834,1,17.673633
"1148",2006,"SK",12,14,23.321678,13,45.66841
"1149",2007,"SK",13,8,45.865646,0,22.502264
"1150",2008,"SK",6,3,11.946128,0,15.581679
"1151",2009,"SK",3,11,42.057432,0,22.380704
"1152",2010,"SK",11,15,7.908571,4,10.648555
"1153",2011,"SK",13,8,37.67061,0,30.151515
"1154",2012,"SK",23,18,64.180743,0,24.686869
"1155",2013,"SK",18,5,43.25,3,34.848485
"1156",2014,"SK",5,3,35.679054,0,17.161616
"1157",2015,"SK",34,3,64.464527,0,40.767677
"1158",2016,"SK",9,12,13.222749,0,12.525773
"1159",2017,"SK",18,8,26.752122,0,24.616162
"1160",2018,"SK",14,9,28.478632,0,23.89899
"1161",2019,"SK",23,8,52.736486,0,31.222222
"1162",2020,"SK",5,0,46.692568,0,9.936842
"1163",1981,"UK",11,252,99.89785,0,155.930952
"1164",1982,"UK",80,103,168.937062,0,127.914592
"1165",1983,"UK",112,47,265.19964,0,317.699909
"1166",1984,"UK",51,91,631.114899,0,313.792434
"1167",1985,"UK",0,294,47.304205,0,137.370075
"1168",1986,"UK",34,230,85.41404,0,250.835248
"1169",1987,"UK",0,202,44.560414,0,77.1622275
"1170",1988,"UK",4,52,123.327734,0,85.416758
"1171",1989,"UK",102,8,498.603201,0,495.228761
"1172",1990,"UK",90,9,1129.623734,0,470.806645
"1173",1991,"UK",17,142,336.61532,0,347.043273
"1174",1992,"UK",10,164,213.89343,0,190.811952
"1175",1993,"UK",3,133,291.578335,0,164.812556
"1176",1994,"UK",19,47,202.195326,2,304.254944
"1177",1995,"UK",159,87,916.253957,0,688.255379
"1178",1996,"UK",15,119,273.978848,0,414.315138
"1179",1997,"UK",116,50,303.147028,1,232.287764
"1180",1998,"UK",0,44,69.3163,4,105.952893
"1181",1999,"UK",43,24,85.63546,6,246.205366
"1182",2000,"UK",27,64,91.986767,12,96.304476
"1183",2001,"UK",41,88,112.323986,3,178.957653
"1184",2002,"UK",20,35,138.744079,13,217.245777
"1185",2003,"UK",129,48,688.557979,0,560.516609
"1186",2004,"UK",36,31,145.810994,3,179.151121
"1187",2005,"UK",89,34,81.557937,0,174.072608
"1188",2006,"UK",185,15,143.56426,0,321.50544
"1189",2007,"UK",16,12,348.776263,82,213.540619
"1190",2008,"UK",20,76,127.245065,22,90.472622
"1191",2009,"UK",51,59,136.766864,5,256.639962
"1192",2010,"UK",26,403,261.658024,0,235.739868
"1193",2011,"UK",3,35,527.41555,0,215.744865
"1194",2012,"UK",17,134,197.931768,94,37.953522
"1195",2013,"UK",78,114,230.886572,4,205.345008
"1196",2014,"UK",45,0,101.268879,10,99.929323
"1197",2015,"UK",9,49,118.369743,7,111.556785
"1198",2016,"UK",54,64,86.697112,0,133.284843
"1199",2017,"UK",70,29,134.115769,0,67.09797
"1200",2018,"UK",136,76,458.564109,0,501.551171
"1201",2019,"UK",96,53,125.707762,0,96.992216
"1202",2020,"UK",126,0,798.360099,3,126.043146
